"new_word","sid","sid_text","tid","CodeType","Code"
"should",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",11,"",""
"ask",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",12,"",""
"to",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",13,"",""
"be",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",14,"",""
"added",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",15,"",""
"by",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",17,"",""
"election",222,"ROOT any prospective mentors who are not yet on the ipmc should ask to be added ( by election ) .",18,"",""
"email",223,"ROOT email the application to private@incubator.apache.org .",1,"",""
"the",223,"ROOT email the application to private@incubator.apache.org .",2,"",""
"application",223,"ROOT email the application to private@incubator.apache.org .",3,"",""
"to",223,"ROOT email the application to private@incubator.apache.org .",4,"",""
"private@incubator.apache.org",223,"ROOT email the application to private@incubator.apache.org .",5,"",""
